Label,Total,"Less_than_$10,000",With_dialup_Internet_subscription_alone,With_a_broadband_Internet_subscription,Without_an_Internet_subscription,"$10,000_to_$19,999",With_dial-up_Internet_subscription_alone,With_a_broadband_Internet_subscription,Without_an_Internet_subscription,"$20,000_to_$34,999",With_dialup_Internet_subscription_alone,With_a_broadband_Internet_subscription,Without_an_Internet_subscription,"$35,000_to_$49,999",With_dialup_Internet_subscription_alone,With_a_broadband_Internet_subscription,Without_an_Internet_subscription,"$50,000_to_$74,999",With_dialup_Internet_subscription_alone,With_a_broadband_Internet_subscription,Without_an_Internet_subscription,"$75,000_or_more",With_dialup_Internet_subscription_alone,With_a_broadband_Internet_subscription,Without_an_Internet_subscription,tract,county,standarized_total,"standardized_Less_than_$10,000",Standarized_With_dialup_Internet_subscription_alone,standarized_With_a_broadband_Internet_subscription,standardized_Without_an_Internet_subscription,"standarized_$10,000_to_$19,999",standarized_With_dial-up_Internet_subscription_alone,standarized_With_a_broadband_Internet_subscription,standarized_Without_an_Internet_subscription,"standarized_$20,000_to_$34,999",standarized_With_dialup_Internet_subscription_alone,standarized_With_a_broadband_Internet_subscription,standarized_Without_an_Internet_subscription,"standarized_$35,000_to_$49,999",standarized_With_dialup_Internet_subscription_alone,standarized_With_a_broadband_Internet_subscription,standarized_Without_an_Internet_subscription,"standarized_$50,000_to_$74,999",standardized_With_dialup_Internet_subscription_alone,standardized_With_a_broadband_Internet_subscription,standardized_Without_an_Internet_subscription,"standardized_$75,000_or_more",standarized_With_dialup_Internet_subscription_alone,standardized_With_a_broadband_Internet_subscription,standardized_Without_an_Internet_subscription,index
Estimate,"1,259",66,0,0,66,125,0,79,46,81,0,31,50,154,3,129,22,195,26,169,0,638,16,595,27,104.04,Spokane,-0.403650051788164,-2.48298927588245,-0.237078754538727,-0.822766967828134,1.06028206166439,-0.012709057961389,-0.18447531184215,-0.119463294184101,0.248328849854949,-1.0039613414303,-0.301727901411127,-1.19874649519505,0.020492409856056,-0.452493160711703,0.210099918917291,-0.453891156998993,-0.191123753648683,-0.605105332247794,5.35455552571029,-0.649142349343898,-0.89055232355559,0.210601320951704,4.64012707083029,0.167629253006098,0.005830818166464,1.90807070038928
Estimate,"1,328",33,0,33,0,87,0,87,0,143,0,132,11,197,0,187,10,189,7,172,10,679,0,670,9,105.04,Spokane,-0.283386509070221,-2.54050662239973,-0.237078754538727,-0.433462751051976,-0.780995686830582,-0.403765646737943,-0.18447531184215,-0.017365067280701,-0.956531241256842,-0.542957440832616,-0.301727901411127,-0.303428619465057,-0.714453967745291,-0.103305293531121,-0.242232847692877,0.055315136245623,-0.614643191602776,-0.650768951134947,1.2690190844343,-0.624707714459441,-0.530156314686345,0.330091770974438,-0.300342770402833,0.388088384618659,-0.499609051315958,-9.22338727901624
Estimate,"1,241",47,0,38,9,35,0,35,0,152,0,152,0,183,0,183,0,100,0,80,20,724,0,724,0,105.05,Spokane,-0.435023149888497,-2.51610532387725,-0.237078754538727,-0.374477263661649,-0.529912357490358,-0.93889571559007,-0.18447531184215,-0.681003542152802,-0.956531241256842,-0.476037519778113,-0.301727901411127,-0.126137951003673,-0.921746535786696,-0.21699436656666,-0.242232847692877,0.020197460849443,-0.967576056564521,-1.32811263129438,-0.236178551825273,-1.37403651758278,-0.169760305817098,0.461239825877439,-0.300342770402833,0.546818959379703,-0.752328986057168,-13.238459355975
Estimate,"2,401",110,0,110,0,118,0,106,12,472,0,366,106,253,14,168,71,347,0,322,25,"1,101",0,"1,101",0,105.06,Spokane,1.58679872768852,-2.40629948052608,-0.237078754538727,0.474913754759058,-0.780995686830582,-0.084745797999176,-0.18447531184215,0.225118221614874,-0.642219913140723,1.90333745104865,-0.301727901411127,1.77087220153314,1.07580002897594,0.351450998611031,1.86865339648791,-0.111493821886234,1.53824728466387,0.551706346226751,-0.236178551825273,0.59702402976339,0.010437698617525,1.55996908584258,-0.300342770402833,1.65499352761884,-0.752328986057168,9.13143577699199
Estimate,"1,658",23,0,23,0,77,0,60,17,151,0,135,16,219,0,199,20,285,0,269,16,903,0,839,64,105.07,Spokane,0.29178695610255,-2.55793612134436,-0.237078754538727,-0.55143372583263,-0.780995686830582,-0.506675275363352,-0.18447531184215,-0.361946583079677,-0.511256859759007,-0.483473066561947,-0.301727901411127,-0.27683501919585,-0.620230073181016,0.075348964096153,-0.242232847692877,0.160668162434164,-0.261710326641032,0.079848951059503,-0.236178551825273,0.16534548013799,-0.313918709364797,0.982917644269376,-0.300342770402833,0.884856294518964,1.04479054988033,-5.04288458236821
Estimate,"1,322",16,0,16,0,41,0,32,9,31,0,31,0,33,0,33,0,224,0,224,0,977,0,917,60,105.08,Spokane,-0.293844208436998,-2.5701367706056,-0.237078754538727,-0.634013408179088,-0.780995686830582,-0.877149938414825,-0.18447531184215,-0.719290377241577,-0.720797745169753,-1.37573868062198,-0.301727901411127,-1.19874649519505,-0.921746535786696,-1.43509157766171,-0.242232847692877,-1.29671536650732,-0.967576056564521,-0.384397840959887,-0.236178551825273,-0.20117404312886,-0.89055232355559,1.19858333455431,-0.300342770402833,1.11413379139603,0.932470578884237,-13.5248154877385
Estimate,"1,372",25,0,25,0,82,0,60,22,102,0,102,0,120,0,103,17,360,0,318,42,683,0,677,6,106.01,Spokane,-0.206696713713851,-2.55445022155543,-0.237078754538727,-0.527839530876499,-0.780995686830582,-0.455220461050648,-0.18447531184215,-0.361946583079677,-0.38029380637729,-0.847814858969794,-0.301727901411127,-0.569364622157133,-0.921746535786696,-0.728595195226581,-0.242232847692877,-0.682156047074165,-0.367590186129555,0.650644187148916,-0.236178551825273,0.564444516584115,0.623110913695243,0.341749375854705,-0.300342770402833,0.408664570235831,-0.583849029563028,-8.88198205258511
Estimate,"1,910",60,0,27,33,28,0,14,14,295,0,295,0,47,0,47,0,343,0,330,13,"1,137",0,"1,137",0,106.03,Spokane,0.731010329507212,-2.49344697524923,-0.237078754538727,-0.504245335920368,0.139643187416907,-1.01093245562786,-0.18447531184215,-0.949011387774227,-0.589834691788037,0.587245670310095,-0.301727901411127,1.14149032849522,-0.921746535786696,-1.32140250462617,-0.242232847692877,-1.17380350262069,-0.967576056564521,0.521263933635316,-0.236178551825273,0.662183056121941,-0.422037512025571,1.66488752976498,-0.300342770402833,1.76081391079287,-0.752328986057168,-5.39986413570898
Estimate,"1,342",0,0,0,0,62,0,48,14,32,0,15,17,178,0,178,0,194,0,156,38,876,0,862,14,106.04,Spokane,-0.25898521054774,-2.59802396891701,-0.237078754538727,-0.822766967828134,-0.780995686830582,-0.661039718301466,-0.18447531184215,-0.515093923434777,-0.589834691788037,-1.36830313383815,-0.301727901411127,-1.34057902996415,-0.601385294268161,-0.257597606936495,-0.242232847692877,-0.023699633395783,-0.967576056564521,-0.612715935395653,-0.236178551825273,-0.755025767176544,0.478952510147545,0.904228811327575,-0.300342770402833,0.952463761546816,-0.359209087570841,-11.6792227674491
Estimate,"1,462",19,0,19,0,83,0,27,56,44,0,44,0,57,0,57,0,387,0,387,0,872,0,856,16,107.01,Spokane,-0.049831223212187,-2.56490792092221,-0.237078754538727,-0.598622115744891,-0.780995686830582,-0.444929498188107,-0.18447531184215,-0.783101769056202,0.510254956618381,-1.27907657243214,-0.301727901411127,-1.08350756069515,-0.921746535786696,-1.2401960238865,-0.242232847692877,-1.08600931413024,-0.967576056564521,0.856130472141105,-0.236178551825273,1.12644111892662,-0.89055232355559,0.892571206447309,-0.300342770402833,0.934827031017811,-0.303049102072794,-10.1759130556396
Estimate,"1,162",77,0,77,0,11,0,11,0,21,0,10,11,138,0,138,0,143,0,116,27,772,0,772,0,107.02,Spokane,-0.572716191551069,-2.46381682704336,-0.237078754538727,0.085609537982901,-0.780995686830582,-1.18587882429105,-0.18447531184215,-0.987298222863002,-0.956531241256842,-1.45009414846032,-0.301727901411127,-1.3849016970795,-0.714453967745291,-0.582423529895175,-0.242232847692877,-0.374876387357587,-0.967576056564521,-1.00085669593645,-0.236178551825273,-1.0808208989693,0.082516900391374,0.60113108444064,-0.300342770402833,0.687912803611742,-0.752328986057168,-15.3004351731876
Estimate,971,112,0,79,33,148,0,121,27,160,0,140,20,92,0,81,11,166,0,122,44,293,0,207,86,108,Spokane,-0.905619621393491,-2.40281358073716,-0.237078754538727,0.109203732939032,0.139643187416907,0.223983087877051,-0.18447531184215,0.416552397058749,-0.249330752995574,-0.416553145507444,-0.301727901411127,-0.232512352080503,-0.544850957529596,-0.955973341297658,-0.242232847692877,-0.875303261753158,-0.579349905106602,-0.8258128235357,-0.236178551825273,-1.03195162920039,0.695190115469092,-0.794867099971303,-0.300342770402833,-0.972879321202886,1.66255039035885,-9.04273101890477
Estimate,813,4,0,4,0,84,0,84,0,139,0,128,11,112,0,82,30,197,0,184,13,277,0,277,0,109.01,Spokane,-1.18100570471864,-2.59105216933916,-0.237078754538727,-0.775578577915872,-0.780995686830582,-0.434638535325566,-0.18447531184215,-0.055651902369476,-0.956531241256842,-0.57269962796795,-0.301727901411127,-0.338886753157334,-0.714453967745291,-0.793560379818318,-0.242232847692877,-0.866523842904112,0.091222538320713,-0.589884125952076,-0.236178551825273,-0.526969174921615,-0.422037512025571,-0.84149751949237,-0.300342770402833,-0.767117465031162,-0.752328986057168,-15.3722267722214
Estimate,685,9,0,9,0,0,0,0,0,46,0,46,0,150,0,150,0,123,0,123,0,357,0,357,0,109.02,Spokane,-1.40410329120989,-2.58233741986684,-0.237078754538727,-0.716593090525545,-0.780995686830582,-1.299079415779,-0.18447531184215,-1.12768328485518,-0.956531241256842,-1.26420547886448,-0.301727901411127,-1.06577849384901,-0.921746535786696,-0.484975753007571,-0.242232847692877,-0.269523361169046,-0.967576056564521,-1.15306875889363,-0.236178551825273,-1.02380675090557,-0.89055232355559,-0.608345421887035,-0.300342770402833,-0.531961057977764,-0.752328986057168,-20.3032285465549
Estimate,"1,476",57,0,57,0,118,0,57,61,205,0,175,30,235,0,193,42,222,0,215,7,639,8,614,17,110,Spokane,-0.025429924689705,-2.49867582493262,-0.237078754538727,-0.150332411578407,-0.780995686830582,-0.084745797999176,-0.18447531184215,-0.400233418168452,0.641218010000098,-0.081953540234931,-0.301727901411127,0.077746317726919,-0.356403168401045,0.205279333279625,-0.242232847692877,0.107991649339894,0.514741976274807,-0.399619047255605,-0.236178551825273,-0.27447794778223,-0.638275117347118,0.213515722171771,2.16989215021373,0.22347889968128,-0.27496910932377,-3.01394030316567
Estimate,"1,729",90,0,72,18,138,0,124,14,344,0,324,20,289,0,266,23,400,0,358,42,468,0,460,8,111.02,Spokane,0.415536398609419,-2.44115847841534,-0.237078754538727,0.026624050592574,-0.278829028150133,0.121073459251642,-0.18447531184215,0.454839232147524,-0.589834691788037,0.951587462717942,-0.301727901411127,1.39856179776423,-0.544850957529596,0.643794329273844,-0.242232847692877,0.748889225320186,-0.155830467152508,0.95506831306327,-0.236178551825273,0.89023964837687,0.623110913695243,-0.284846886459633,-0.300342770402833,-0.229197183896513,-0.527689044064981,0.675051955643012
Estimate,"1,685",137,0,88,49,254,18,92,144,672,0,611,61,276,20,210,46,132,0,132,0,214,0,214,0,111.03,Spokane,0.33884660325305,-2.35923983337558,-0.237078754538727,0.21537761024162,0.586013550688416,1.31482515130639,2.26577338657738,0.046446324533924,2.81520469613659,3.39044680781537,-0.301727901411127,3.94268289018509,0.227784977897461,0.538225904312273,2.77331892970825,0.25724176977366,0.655915122259505,-1.0845733305629,-0.236178551825273,-0.950502846252197,-0.89055232355559,-1.02510479635657,-0.300342770402833,-0.952303135585714,-0.752328986057168,10.2781704947653
Estimate,"1,294",109,15,46,48,232,0,203,29,336,0,255,81,225,25,183,17,167,0,167,0,225,0,225,0,111.04,Spokane,-0.342646805481961,-2.40804243042055,5.42188803858132,-0.280100483837126,0.558115402983947,1.08842396833049,-0.18447531184215,1.4630592228186,-0.196945531642887,0.892103088447273,-0.301727901411127,0.786908991572455,0.604680556154561,0.124072852539955,3.52720687405853,0.020197460849443,-0.367590186129555,-0.818202220387841,-0.236178551825273,-0.665432105933536,-0.89055232355559,-0.993046382935837,-0.300342770402833,-0.919969129615871,-0.752328986057168,4.82907533485727
Estimate,"1,602",37,0,24,13,106,0,31,75,260,0,240,20,282,0,266,16,290,0,287,3,627,0,602,25,112.02,Spokane,0.194181762012625,-2.53353482282188,-0.237078754538727,-0.539636628354564,-0.41831976667248,-0.208237352349666,-0.18447531184215,-0.732052655604502,1.0079145594689,0.327001532875918,-0.301727901411127,0.653940990226417,-0.544850957529596,0.586949792756075,-0.242232847692877,0.748889225320186,-0.40288347262573,0.117901966798797,-0.236178551825273,0.31195328944473,-0.782433520894817,0.178542907530971,-0.300342770402833,0.18820543862327,-0.050329167331583,-3.39883301683991
Estimate,"2,658",281,0,60,221,247,14,202,31,664,0,578,86,442,0,366,76,422,0,334,88,602,0,571,31,112.03,Spokane,2.03473685056549,-2.10825504857292,-0.237078754538727,-0.114941119144211,5.38449495585714,1.2427884112686,1.72127367581748,1.45029694445568,-0.144560310290201,3.3309624335447,-0.301727901411127,3.65015328722381,0.698904450718837,1.8862534845908,-0.242232847692877,1.6268311102247,1.71471371714474,1.12250158231616,-0.236178551825273,0.694762569301217,2.28093255449377,0.105682877029303,-0.300342770402833,0.097082330890078,0.118150789162558,25.4752047207269
Estimate,981,44,0,44,0,127,0,57,70,186,12,152,22,125,0,113,12,189,0,177,12,310,0,310,0,112.04,Spokane,-0.888190122448862,-2.52133417356064,-0.237078754538727,-0.303694678793257,-0.780995686830582,0.007872867763693,-0.18447531184215,-0.400233418168452,0.876951506087187,-0.22322892912777,3.81376571038288,-0.126137951003673,-0.507161399703886,-0.687991954856746,-0.242232847692877,-0.594361858583714,-0.544056618610427,-0.650768951134947,-0.236178551825273,-0.583983322985347,-0.458077112912495,-0.745322279230169,-0.300342770402833,-0.670115447121635,-0.752328986057168,-7.93970104319787
Estimate,"1,592",63,0,63,0,77,0,34,43,136,0,136,0,142,0,88,54,272,0,242,30,902,0,902,0,113.01,Spokane,0.176752263067996,-2.48821812556584,-0.237078754538727,-0.079549826710015,-0.780995686830582,-0.506675275363352,-0.18447531184215,-0.693765820515727,0.169751017825919,-0.595006268319451,-0.301727901411127,-0.26797048577278,-0.921746535786696,-0.549940937599307,-0.242232847692877,-0.813847329809842,0.938261414228901,-0.019088889862663,-0.236178551825273,-0.05456623382212,0.190635703052148,0.980003243049309,-0.300342770402833,1.07004196507352,-0.752328986057168,-6.50029093343075
Estimate,"2,015",140,0,121,19,87,0,86,1,206,1,205,0,221,0,221,0,264,0,264,0,"1,097",0,"1,001",96,113.02,Spokane,0.91402006842582,-2.3540109836922,-0.237078754538727,0.604681827017777,-0.250930880445664,-0.403765646737943,-0.18447531184215,-0.030127345643626,-0.930338630580499,-0.074517993451098,0.041229899571707,0.343682320418995,-0.921746535786696,0.091590260244087,-0.242232847692877,0.353815377113156,-0.967576056564521,-0.079973715045533,-0.236178551825273,0.124621088663895,-0.89055232355559,1.54831148096231,-0.300342770402833,1.3610480188021,1.94335031784908,-0.777497688736301
Estimate,"2,115",85,0,85,0,235,0,217,18,259,0,224,35,378,0,322,56,348,0,348,0,810,0,810,0,114,Spokane,1.08831505787211,-2.44987322788766,-0.237078754538727,0.179986317807424,-0.780995686830582,1.11929685691811,-0.18447531184215,1.64173111989955,-0.485064249082663,0.319565986092084,-0.301727901411127,0.512108455457309,-0.26217927383677,1.36653200785691,-0.242232847692877,1.24053668086671,1.00884798722125,0.55931694937461,-0.236178551825273,0.808790865428681,-0.89055232355559,0.711878330803174,-0.300342770402833,0.799612096962107,-0.752328986057168,4.23348882759661
Estimate,629,6,0,6,0,24,0,14,10,81,0,69,12,124,0,108,16,67,0,67,0,327,0,321,6,115,Spokane,-1.50170848529982,-2.58756626955023,-0.237078754538727,-0.751984382959741,-0.780995686830582,-1.05209630707802,-0.18447531184215,-0.949011387774227,-0.69460513449341,-1.0039613414303,-0.301727901411127,-0.861894225118417,-0.695609188832436,-0.696112602930713,-0.242232847692877,-0.63825895282894,-0.40288347262573,-1.57926253517373,-0.236178551825273,-1.47991993541542,-0.89055232355559,-0.695777458489035,-0.300342770402833,-0.637781441151793,-0.583849029563028,-19.9858662988141
Estimate,764,39,0,39,0,86,0,59,27,74,0,59,15,132,0,113,19,164,0,147,17,269,0,266,3,116,Spokane,-1.26641024954732,-2.53004892303295,-0.237078754538727,-0.362680166183584,-0.780995686830582,-0.414056609600484,-0.18447531184215,-0.374708861442602,-0.249330752995574,-1.05601016891714,-0.301727901411127,-0.950539559349109,-0.639074852093871,-0.631147418338977,-0.242232847692877,-0.594361858583714,-0.297003613137206,-0.841034029831418,-0.236178551825273,-0.828329671829913,-0.277879108477872,-0.864812729252903,-0.300342770402833,-0.799451471001005,-0.668089007810098,-15.9280008759693
Estimate,"1,120",110,0,95,15,128,0,75,53,132,0,85,47,144,0,128,16,232,0,224,8,374,0,336,38,117.01,Spokane,-0.645920087118513,-2.40629948052608,-0.237078754538727,0.297957292588078,-0.362523471263542,0.018163830626234,-0.18447531184215,-0.170512407635801,0.431677124589352,-0.624748455454786,-0.301727901411127,-0.72006169034931,-0.03604192688251,-0.533699641451373,-0.242232847692877,-0.462670575848038,-0.40288347262573,-0.323513015777016,-0.236178551825273,-0.20117404312886,-0.602235516460194,-0.558800601145901,-0.300342770402833,-0.593689614829281,0.314710738405721,-9.08430115200054
Estimate,"3,229",349,0,192,157,367,0,305,62,808,0,642,166,563,0,549,14,503,0,434,69,639,0,603,36,117.02,Spokane,3.02996124030383,-1.98973445574944,-0.237078754538727,1.44227574796042,3.5990135027711,2.47770395477351,-0.18447531184215,2.76481161583695,0.667410620676441,4.40168117041674,-0.301727901411127,4.21748342630024,2.20648676374724,2.86885190154081,-0.242232847692877,3.23346475959995,-0.473470045618078,1.73896043729273,-0.236178551825273,1.5092503987831,1.59618013764221,0.213515722171771,-0.300342770402833,0.191144893711438,0.258550752907675,32.4515064073557
Estimate,"2,847",290,0,199,91,322,0,189,133,613,0,364,249,445,0,411,34,434,0,391,43,743,0,429,314,118,Spokane,2.36415438061899,-2.09256849952275,-0.237078754538727,1.52485543030688,1.75773575427613,2.01461062595917,-0.18447531184215,1.28438732573765,2.52708597869681,2.95174954756919,-0.301727901411127,1.753143134687,3.77060341351421,1.9106154288127,-0.242232847692877,2.02190495843173,0.232395684305411,1.21382882009047,-0.236178551825273,1.15902063210589,0.659150514582168,0.516613449058706,-0.300342770402833,-0.320320291629705,8.06478873713619,31.8117188870238
Estimate,"2,062",51,0,42,9,112,8,65,39,510,0,436,74,322,0,295,27,510,0,405,105,557,0,550,7,119,Spokane,0.995938713465579,-2.5091335242994,-0.237078754538727,-0.327288873749388,-0.529912357490358,-0.146491575174421,0.904524109677639,-0.298135191265052,0.064980575120546,2.18588822883432,-0.301727901411127,2.39138954114798,0.472767103764576,0.911775715714755,-0.242232847692877,1.00349237194249,-0.01465732116781,1.79223465932774,-0.236178551825273,1.27304892823336,2.89360576957149,-0.025465177873698,-0.300342770402833,0.035353774038561,-0.555769036814005,9.20058560713408
Estimate,"1,842",66,0,24,42,333,7,317,9,258,0,230,28,245,0,205,40,444,0,418,26,496,0,496,0,120,Spokane,0.612489736683731,-2.48298927588245,-0.237078754538727,-0.539636628354564,0.390726516757131,2.12781121744712,0.768399181987666,2.91795895619205,-0.720797745169753,0.312130439308251,-0.301727901411127,0.565295655995724,-0.394092726226755,0.286485814019295,-0.242232847692877,0.213344675528435,0.444155403282458,1.28993485156906,-0.236178551825273,1.378932346066,0.046477299504449,-0.203243652297765,-0.300342770402833,-0.123376800722483,-0.752328986057168,4.82011545375959
Estimate,"1,119",26,0,7,19,127,0,98,29,242,0,196,46,172,0,153,19,238,0,216,22,314,0,286,28,121,Spokane,-0.647663037012976,-2.55270727166097,-0.237078754538727,-0.740187285481676,-0.250930880445664,0.007872867763693,-0.18447531184215,0.123019994711474,-0.196945531642887,0.193161690766913,-0.301727901411127,0.263901519611372,-0.054886705795365,-0.306321495380297,-0.242232847692877,-0.24318510462191,-0.297003613137206,-0.277849396889863,-0.236178551825273,-0.266333069487411,-0.097681104043249,-0.733664674349902,-0.300342770402833,-0.740662369237655,0.033910810915487,-8.28619079313108
Estimate,962,64,0,28,36,29,0,19,10,268,0,203,65,78,0,73,5,219,0,179,40,304,5,265,34,122,Spokane,-0.921306170443657,-2.48647517567138,-0.237078754538727,-0.492448238442303,0.223337630530315,-1.00064149276532,-0.18447531184215,-0.885199995959602,-0.69460513449341,0.386485907146587,-0.301727901411127,0.325953253572856,0.303164093548881,-1.0696624143332,-0.242232847692877,-0.945538612545518,-0.791109624083649,-0.422450856699181,-0.236178551825273,-0.567693566395709,0.551031711921394,-0.762808686550569,1.24355405498252,-0.802390926089172,0.202390767409628,-9.80810684267064
Estimate,"2,533",232,18,113,101,326,88,206,32,298,0,163,135,344,0,309,35,465,0,401,64,868,0,849,19,123,Spokane,1.81686811375762,-2.19365959340161,6.55368139720533,0.510305047193255,2.03671723132082,2.05577447740933,11.7945183248755,1.50134605790738,-0.118367699613857,0.609552310661596,-0.301727901411127,-0.028628083349912,1.62229861744873,1.09042997334203,-0.242232847692877,1.12640423582913,0.267688970801586,1.4497575176741,-0.236178551825273,1.24046941505408,1.41598213320758,0.880913601567042,-0.300342770402833,0.914250845400639,-0.218809123825723,33.2470116991326
Estimate,"2,168",69,0,24,45,121,0,16,105,272,0,106,166,148,0,120,28,312,0,262,50,"1,246",0,"1,246",0,124.01,Spokane,1.18069140227865,-2.47776042619906,-0.237078754538727,-0.539636628354564,0.474420959870539,-0.053872909411553,-0.18447531184215,-0.923486831048377,1.7936928797592,0.416228094281921,-0.301727901411127,-0.533906488464856,2.20648676374724,-0.501217049155505,-0.242232847692877,-0.532905926640399,0.020635965328364,0.285335236051691,-0.236178551825273,0.108331332074258,0.91142772079064,1.98255726275225,-0.300342770402833,2.08121451540313,-0.752328986057168,3.64387074929341
Estimate,"2,447",124,0,60,64,77,0,60,17,153,0,136,17,217,0,217,0,205,0,201,4,"1,671",0,"1,628",43,124.02,Spokane,1.66697442283381,-2.3818981820036,-0.237078754538727,-0.114941119144211,1.00448576625546,-0.506675275363352,-0.18447531184215,-0.361946583079677,-0.511256859759007,-0.46860197299428,-0.301727901411127,-0.26797048577278,-0.601385294268161,0.059107667948219,-0.242232847692877,0.318697701716976,-0.967576056564521,-0.528999300769205,-0.236178551825273,-0.388506243909694,-0.746393920007892,3.22117778128059,-0.300342770402833,3.20408635908311,0.455110702150839,0.581452969919632
Estimate,"1,345",39,0,8,31,149,0,114,35,207,0,173,34,246,0,239,7,276,0,267,9,428,0,428,0,125,Spokane,-0.253756360864351,-2.53004892303295,-0.237078754538727,-0.728390188003611,0.083846892007968,0.234274050739592,-0.18447531184215,0.327216448518274,-0.039789867584828,-0.067082446667264,-0.301727901411127,0.06001725088078,-0.281024052749625,0.294606462093262,-0.242232847692877,0.511844916395968,-0.7205230510913,0.011353522728773,-0.236178551825273,0.149055723548352,-0.566195915573269,-0.4014229352623,-0.300342770402833,-0.323259746717872,-0.752328986057168,-6.49364334440456
Estimate,"1,716",73,0,73,0,228,0,127,101,186,0,175,11,216,0,189,27,465,0,449,16,548,0,458,90,126,Spokane,0.392878049981401,-2.47078862662121,-0.237078754538727,0.038421148070639,-0.780995686830582,1.04726011688032,-0.18447531184215,0.493126067236299,1.68892243705383,-0.22322892912777,-0.301727901411127,0.077746317726919,-0.714453967745291,0.050987019874252,-0.242232847692877,0.072873973943713,-0.01465732116781,1.4497575176741,-0.236178551825273,1.63142357320539,-0.313918709364797,-0.051694788854298,-0.300342770402833,-0.235076094072848,1.77487036135494,2.4114163215042
Estimate,"1,846",65,0,36,29,187,0,68,119,404,0,247,157,299,0,280,19,419,7,402,10,472,0,451,21,127.01,Spokane,0.619461536261583,-2.48473222577692,-0.237078754538727,-0.39807145861778,0.028050596599029,0.625330639516146,-0.18447531184215,-0.259848356176277,2.16038942922801,1.39772026974796,-0.301727901411127,0.715992724187901,2.03688375353154,0.725000810013514,-0.242232847692877,0.871801089206817,-0.297003613137206,1.09966977287259,1.2690190844343,1.2486142933489,-0.530156314686345,-0.273189281579366,-0.300342770402833,-0.25565227969002,-0.162649138327677,6.87077374506899
Estimate,899,15,0,15,0,12,0,6,6,72,0,46,26,83,0,72,11,291,0,270,21,426,0,417,9,127.02,Spokane,-1.03111201379482,-2.57187972050006,-0.237078754538727,-0.645810505657153,-0.780995686830582,-1.17558786142851,-0.18447531184215,-1.05110961467763,-0.799375577198783,-1.0708812624848,-0.301727901411127,-1.06577849384901,-0.431782284052466,-1.02905917396336,-0.242232847692877,-0.954318031394563,-0.579349905106602,0.125512569946656,-0.236178551825273,0.173490358432809,-0.133720704930174,-0.407251737702433,-0.300342770402833,-0.355593752687714,-0.499609051315958,-15.7862485869081
Estimate,"1,639",119,0,110,9,132,0,116,16,173,0,157,16,254,0,239,15,343,0,321,22,618,0,582,36,128.01,Spokane,0.258670908107754,-2.39061293147592,-0.237078754538727,0.474913754759058,-0.529912357490358,0.059327682076397,-0.18447531184215,0.352741005244124,-0.53744947043535,-0.319891037317607,-0.301727901411127,-0.081815283888327,-0.620230073181016,0.359571646684998,-0.242232847692877,0.511844916395968,-0.438176759121904,0.521263933635316,-0.236178551825273,0.588879151468572,-0.097681104043249,0.15231329655037,-0.300342770402833,0.12941633685992,0.258550752907675,-2.85031176997656
Estimate,"1,461",8,0,8,0,45,0,35,10,82,0,61,21,265,0,233,32,429,0,324,105,632,0,632,0,128.02,Spokane,-0.05157417310665,-2.5840803697613,-0.237078754538727,-0.728390188003611,-0.780995686830582,-0.835986086964661,-0.18447531184215,-0.681003542152802,-0.69460513449341,-0.996525794646467,-0.301727901411127,-0.93281049250297,-0.526006178616741,0.448898775498636,-0.242232847692877,0.459168403301698,0.161809111313062,1.17577580435118,-0.236178551825273,0.613313786353028,2.89360576957149,0.193114913631304,-0.300342770402833,0.276389091268295,-0.752328986057168,-4.84426711556067
Estimate,"1,197",36,0,25,11,191,0,101,90,205,0,142,63,85,0,77,8,332,0,272,60,348,0,338,10,129.01,Spokane,-0.511712945244866,-2.53527777271634,-0.237078754538727,-0.527839530876499,-0.474116062081419,0.66649449096631,-0.18447531184215,0.161306829800249,1.40080371961405,-0.081953540234931,-0.301727901411127,-0.214783285234365,0.265474535723171,-1.01281787781543,-0.242232847692877,-0.910420937149338,-0.685229764595125,0.437547299008868,-0.236178551825273,0.189780115022446,1.27182372965989,-0.634575032867635,-0.300342770402833,-0.587810704652946,-0.471529058566934,-5.75687192995383
Estimate,"2,639",29,0,29,0,50,0,12,38,464,14,321,129,397,0,343,54,534,0,431,103,"1,165",0,"1,107",58,129.02,Spokane,2.0016208025707,-2.54747842197758,-0.237078754538727,-0.480651140964238,-0.780995686830582,-0.784531272651957,-0.18447531184215,-0.974535944500077,0.038787964444202,1.84385307677798,4.49968131234855,1.37196819749502,1.5092299439716,1.52082432126228,-0.242232847692877,1.42490447669666,0.938261414228901,1.97488913487636,-0.236178551825273,1.48481576389865,2.82152656779764,1.74649076392685,-0.300342770402833,1.67263025814785,0.87631059338619,18.9572938886031
Estimate,400,23,0,23,0,0,0,0,0,20,0,20,0,20,0,20,0,35,0,35,0,302,0,302,0,130.01,Spokane,-1.90084401113183,-2.55793612134436,-0.237078754538727,-0.55143372583263,-0.780995686830582,-1.299079415779,-0.18447531184215,-1.12768328485518,-0.956531241256842,-1.45752969524415,-0.301727901411127,-1.29625636284881,-0.921746535786696,-1.54066000262328,-0.242232847692877,-1.41084781154491,-0.967576056564521,-1.82280183590521,-0.236178551825273,-1.74055604084963,-0.89055232355559,-0.768637488990703,-0.300342770402833,-0.693631087826975,-0.752328986057168,-24.939663852541
